,id_code,id_name,state,E31_amnt,E80_amnt,E81_amnt,E91_amnt
112,05100700700000,KNIGHTSEN ELEM SCH DIST,CALIFORNIA,       31906,       29240,         354,         526
113,05100700700000,LAFAYETTE ELEM SCH DIST,CALIFORNIA,       31906,       29240,         354,         526
114,05100700700000,LIBERTY UNION HIGH SCHOOL DIST,CALIFORNIA,       31906,       29240,         354,         526
115,05100700700000,MARTINEZ UNIFIED SCHOOL DISTRICT,CALIFORNIA,       31906,       29240,         354,         526
116,05100700700000,MORAGA SCHOOL DISTRICT,CALIFORNIA,       31906,       29240,         354,         526
117,05100700700000,MT DIABLO UNIFIED SCHOOL DISTRICT,CALIFORNIA,       31906,       29240,         354,         526
118,05100700700000,OAKLEY UNION ELEMENTARY SCHOOL DISTRICT,CALIFORNIA,       31906,       29240,         354,         526
119,05100700700000,ORINDA UNION ELEMENTARY SCHOOL DISTRICT,CALIFORNIA,       31906,       29240,         354,         526
120,05100700700000,PITTSBURG UNIFIED SCHOOL DISTRICT,CALIFORNIA,       31906,       29240,         354,         526
121,05100700700000,WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT,CALIFORNIA,       31906,       29240,         354,         526
122,05100700700000,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,CALIFORNIA,       31906,       29240,         354,         526
123,05100700700000,WALNUT CREEK ELEM SCHOOL DISTRICT,CALIFORNIA,       31906,       29240,         354,         526
124,05100800800000,DEL NORTE COUNTY,CALIFORNIA,,         178,,           3
125,05100800800000,DEL NORTE CO UNIF SCH DIST,CALIFORNIA,,         178,,           3
126,05100900900000,EL DORADO COUNTY,CALIFORNIA,,,        3929,        3420
127,05100900900000,EL DORADO IRRIGATION DISTRICT,CALIFORNIA,,,        3929,        3420
128,05100900900000,SOUTH LAKE TAHOE BASIN SOLID WASTE MANAGEMENT AUTHORITY,CALIFORNIA,,,        3929,        3420
129,05100900900000,BUCKEYE UNION SCH DIST,CALIFORNIA,,,        3929,        3420
130,05100900900000,GOLD TRAIL UNION ELEM SCH DIST,CALIFORNIA,,,        3929,        3420
131,05100900900000,CAMINO UNION ELEM,CALIFORNIA,,,        3929,        3420
132,05100900900000,EL DORADO UN HIGH SCHOOL DIST,CALIFORNIA,,,        3929,        3420
133,05100900900000,BLACK OAK MINE UNIF SCH DIST,CALIFORNIA,,,        3929,        3420
134,05100900900000,GOLD OAK UN ELEM SCH DIST,CALIFORNIA,,,        3929,        3420
135,05100900900000,INDIAN DIGGINGS ELEM SCH,CALIFORNIA,,,        3929,        3420
136,05100900900000,LAKE TAHOE UNI SCH DIST,CALIFORNIA,,,        3929,        3420
137,05100900900000,LATROBE ELEM SCH DIST,CALIFORNIA,,,        3929,        3420
138,05100900900000,MOTHER LODE UNION ELEM SCH DT,CALIFORNIA,,,        3929,        3420
139,05100900900000,PIONEER UNION SCH DIST,CALIFORNIA,,,        3929,        3420
140,05100900900000,PLACERVILLE UNION ELEM SCH DT,CALIFORNIA,,,        3929,        3420
141,05100900900000,POLLOCK PINES ELEM SCH DIST,CALIFORNIA,,,        3929,        3420
142,05100900900000,RESCUE ELEMENTARY SCHOOL DISTRICT,CALIFORNIA,,,        3929,        3420
143,05100900900000,SILVER FORK ELEM SCH DIST,CALIFORNIA,,,        3929,        3420
144,05100900900000,CENTRAL SIERRA ROP JPA,CALIFORNIA,,,        3929,        3420
145,05100900900000,LAKE TAHOE COMMUNITY COLLEGE DISTRICT,CALIFORNIA,,,        3929,        3420
146,05101001000000,FRESNO COUNTY,CALIFORNIA,,        9561,       11578,        4739
147,05101001000000,FRESNO CITY,CALIFORNIA,,        9561,       11578,        4739
148,05101001000000,FRESNO CITY AND COUNTY HOUSING AUTHORITIES,CALIFORNIA,,        9561,       11578,        4739
149,05101001000000,KINGS RIVER CONSERVATION DISTRICT,CALIFORNIA,,        9561,       11578,        4739
150,05101001000000,WESTLANDS WATER DIST,CALIFORNIA,,        9561,       11578,        4739
151,05101001000000,FRIANT WATER AUTHORITY,CALIFORNIA,,        9561,       11578,        4739
152,05101001000000,SAN JOAQUIN VALLEY INSURANCE AUTHORITY,CALIFORNIA,,        9561,       11578,        4739
153,05101001000000,FIVE CITIES ECONOMIC DEVELOPMENT AUTHORITY,CALIFORNIA,,        9561,       11578,        4739
154,05101001000000,FRESNO COUNTY REGIONAL TRANSPORTATION MITIGATION FEE JOINT POWER,CALIFORNIA,,        9561,       11578,        4739
155,05101001000000,JENSEN RANCH PUBLIC FINANCING AUTHORITY,CALIFORNIA,,        9561,       11578,        4739
156,05101001000000,MID VALLEY PUBLIC FINANCING AUTHORITY,CALIFORNIA,,        9561,       11578,        4739
157,05101001000000,EASTON COMMUNITY WATER SYSTEM AUTHORITY,CALIFORNIA,,        9561,       11578,        4739
158,05101001000000,KINGSBURG JOINT POWERS AUTHORITY,CALIFORNIA,,        9561,       11578,        4739
159,05101001000000,FRIANT NORTH AUTHORITY,CALIFORNIA,,        9561,       11578,        4739
160,05101001000000,COUNCIL OF FRESNO COUNTY GOVERNMENTS,CALIFORNIA,,        9561,       11578,        4739
161,05101001000000,FRESNO COUNTY TRANSPORTATION AUTHORITY,CALIFORNIA,,        9561,       11578,        4739
162,05101001000000,ALVINA ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
163,05101001000000,BIG CREEK ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
164,05101001000000,BURREL UNION ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
165,05101001000000,CHAWANAKEE JOINT UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9561,       11578,        4739
166,05101001000000,CLAY JOINT ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
167,05101001000000,CLOVIS UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9561,       11578,        4739
168,05101001000000,FIREBAUGH-LAS DELTAS UNIFIED SCHOOL DIST,CALIFORNIA,,        9561,       11578,        4739
169,05101001000000,FOWLER UNIFIED SCH DIST,CALIFORNIA,,        9561,       11578,        4739
170,05101001000000,FRESNO UNIFIED SCH DIST,CALIFORNIA,,        9561,       11578,        4739
171,05101001000000,KERMAN UNIF SCH DIST,CALIFORNIA,,        9561,       11578,        4739
172,05101001000000,KINGSBURG JOINT UNION ELEMENTARY SCHOOL DISTRICT,CALIFORNIA,,        9561,       11578,        4739
173,05101001000000,KINGSBURG JT UN HIGH SCHOOL DIST,CALIFORNIA,,        9561,       11578,        4739
174,05101001000000,LATON JT UNIF SCHOOL DISTRICT,CALIFORNIA,,        9561,       11578,        4739
175,05101001000000,MENDOTA UNIFIED SCHOOL DIST,CALIFORNIA,,        9561,       11578,        4739
176,05101001000000,MONROE ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
177,05101001000000,ORANGE CENTER SCHOOL DISTRICT,CALIFORNIA,,        9561,       11578,        4739
178,05101001000000,PARLIER UNIFIED SCH DIST,CALIFORNIA,,        9561,       11578,        4739
179,05101001000000,PINE RIDGE ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
180,05101001000000,RAISIN CITY ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
181,05101001000000,KINGS CANYON UNIFIED SCHOOL DIST,CALIFORNIA,,        9561,       11578,        4739
182,05101001000000,SANGER UNIF SCH DIST,CALIFORNIA,,        9561,       11578,        4739
183,05101001000000,SELMA UNIFIED SCH DIST,CALIFORNIA,,        9561,       11578,        4739
184,05101001000000,SIERRA UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9561,       11578,        4739
185,05101001000000,GOLDEN PLAINS UNIFIED SCH DIST,CALIFORNIA,,        9561,       11578,        4739
186,05101001000000,WASHINGTON COLONY ELEM SCHOOL DIST,CALIFORNIA,,        9561,       11578,        4739
187,05101001000000,WASHINGTON UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9561,       11578,        4739
188,05101001000000,WEST PARK ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
189,05101001000000,WESTSIDE ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
190,05101001000000,CENTER FOR ADVANCED RESEARCH AND TECHNOLOGY,CALIFORNIA,,        9561,       11578,        4739
191,05101001000000,VALLEY ROP JPA,CALIFORNIA,,        9561,       11578,        4739
192,05101001000000,RIVERDALE JOINT UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9561,       11578,        4739
193,05101001000000,CENTRAL VALLEY PRE-SCHOOL JPA,CALIFORNIA,,        9561,       11578,        4739
194,05101001000000,CARUTHERS UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9561,       11578,        4739
195,05101001000000,SOUTHWEST TRANSPORTATION AGENCY,CALIFORNIA,,        9561,       11578,        4739
196,05101001000000,SOUTH COUNTY SUPPORT SERVICES AGENCY,CALIFORNIA,,        9561,       11578,        4739
197,05101001000000,CENTRAL VALLEY SUPPORT SERVICES JPA,CALIFORNIA,,        9561,       11578,        4739
198,05101001000000,PACIFIC ELEM SCH DIST,CALIFORNIA,,        9561,       11578,        4739
199,05101001000000,CENTRAL UNIFIED SCHOOL DIST,CALIFORNIA,,        9561,       11578,        4739
200,05101001000000,WEST HILLS COMMUNITY COLLEGE DISTRICT,CALIFORNIA,,        9561,       11578,        4739
201,05101001000000,STATE CENTER COMMUNITY COLLEGE DISTRICT,CALIFORNIA,,        9561,       11578,        4739
202,05101001000000,COALINGA HURON JT UNIFIED SCH DIST,CALIFORNIA,,        9561,       11578,        4739
203,05101101100000,GLENN COUNTY,CALIFORNIA,,           2,        1930,
204,05101101100000,RECLAMATION DISTRICT NO. 2140,CALIFORNIA,,           2,        1930,
205,05101101100000,CAPAY JT UNION ELEM SCH DIST,CALIFORNIA,,           2,        1930,
206,05101101100000,HAMILTON UNIFIED SCHOOL DISTRICT,CALIFORNIA,,           2,        1930,
207,05101101100000,LAKE ELEM SCH DIST,CALIFORNIA,,           2,        1930,
208,05101101100000,PLAZA ELEM SCH DIST,CALIFORNIA,,           2,        1930,
209,05101101100000,WILLOWS UNIFIED SCH DIST,CALIFORNIA,,           2,        1930,
210,05101101100000,ORLAND JOINT UNIFIED SCHOOL DISTRICT,CALIFORNIA,,           2,        1930,
211,05101101100000,PRINCETON JT UNIFIED SCH DIST,CALIFORNIA,,           2,        1930,
212,05101101100000,STONEY CREEK JT UNIF SCH DIST,CALIFORNIA,,           2,        1930,
213,05101201200000,HUMBOLDT COUNTY,CALIFORNIA,,           9,,
214,05101201200000,HUMBOLDT BAY FIRE,CALIFORNIA,,           9,,
215,05101201200000,HUMBOLDT DEL NORTE HAZARDOUS MATERIALS RESPONSE AUTHORITY,CALIFORNIA,,           9,,
216,05101201200000,BRIDGEVILLE FIRE PROTECTION DISTRICT,CALIFORNIA,,           9,,
217,05101201200000,HUMBOLDT TRANSIT AUTHORITY,CALIFORNIA,,           9,,
218,05101201200000,ARCATA ELEM SCH DIST,CALIFORNIA,,           9,,
219,05101201200000,NORTHERN HUMBOLDT UHSD,CALIFORNIA,,           9,,
220,05101201200000,BLUE LAKE ELEM SCH DIST,CALIFORNIA,,           9,,
221,05101201200000,BRIDGEVILLE ELEM SCH DIST,CALIFORNIA,,           9,,
222,05101201200000,CUDDEBACK ELEM SCH DIST,CALIFORNIA,,           9,,
223,05101201200000,CUTTEN ELEM SCH DIST,CALIFORNIA,,           9,,
224,05101201200000,FIELDBROOK ELEM SCH DIST,CALIFORNIA,,           9,,
225,05101201200000,FORTUNA ELEMENTARY SCHOOL DISTRICT,CALIFORNIA,,           9,,
226,05101201200000,FORTUNA UNION HIGH SCHOOL DIST,CALIFORNIA,,           9,,
227,05101201200000,FRESHWATER ELEM SCH DIST,CALIFORNIA,,           9,,
228,05101201200000,GARFIELD ELEM SCH DIST,CALIFORNIA,,           9,,
229,05101201200000,GREEN POINT ELEM SCH DIST,CALIFORNIA,,           9,,
230,05101201200000,HYDESVILLE ELEM SCH DIST,CALIFORNIA,,           9,,
231,05101201200000,JACOBY CREEK ELEM SCH DIST,CALIFORNIA,,           9,,
232,05101201200000,KLAMATH TRINITY JT UNIFIED JT SCH DIST,CALIFORNIA,,           9,,
233,05101201200000,KNEELAND ELEM SCH DIST,CALIFORNIA,,           9,,
234,05101201200000,LOLETA UNION ELEM SCH DIST,CALIFORNIA,,           9,,
235,05101201200000,MAPLE CREEK SCH DIST,CALIFORNIA,,           9,,
236,05101201200000,MATTOLE UNIFIED SCHOOL DISTRICT,CALIFORNIA,,           9,,
237,05101201200000,MCKINLEYVILLE UNION ELEM SCH DIST,CALIFORNIA,,           9,,
238,05101201200000,ORICK ELEM SCH DIST,CALIFORNIA,,           9,,
239,05101201200000,BIG LAGOON ELEM SCH DIST,CALIFORNIA,,           9,,
240,05101201200000,RIO DELL ELEM SCH DIST,CALIFORNIA,,           9,,
241,05101201200000,SCOTIA UNION ELEM SCH DIST,CALIFORNIA,,           9,,
242,05101201200000,SOUTH BAY UNION ELEM SCH DIST,CALIFORNIA,,           9,,
243,05101201200000,SOUTH HUMBOLOT JT UNIF SCH DIST,CALIFORNIA,,           9,,
244,05101201200000,TRINIDAD UNION ELEM SCH DIST,CALIFORNIA,,           9,,
245,05101201200000,FERNDALE UNIFIED SCHOOL DISTRICT,CALIFORNIA,,           9,,
246,05101201200000,EUREKA CITY UNIFIED SCHOOL DISTRICT,CALIFORNIA,,           9,,
247,05101201200000,PACIFIC UNION ELEM SCH DIST,CALIFORNIA,,           9,,
248,05101201200000,PENINSULA UNION SCH DIST,CALIFORNIA,,           9,,
249,05101201200000,REDWOODS COMMUNITY COLLEGE DISTRICT,CALIFORNIA,,           9,,
250,05101301300000,IMPERIAL COUNTY,CALIFORNIA,,          33,         152,
251,05101301300000,EL CENTRO CITY,CALIFORNIA,,          33,         152,
252,05101301300000,IMPERIAL IRRIGATION DISTRICT,CALIFORNIA,,          33,         152,
253,05101301300000,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CALIFORNIA,,          33,         152,
254,05101301300000,IMPERIAL COUNTY LOCAL TRANSPORTATION AUTHORITY,CALIFORNIA,,          33,         152,
255,05101301300000,IMPERIAL VALLEY HEALTH RESOURCE AUTHORITY (IVHRA),CALIFORNIA,,          33,         152,
256,05101301300000,IMPERIAL COUNTY TRANSPORTATION COMMISSION,CALIFORNIA,,          33,         152,
257,05101301300000,BRAWLEY ELEM SCH DIST,CALIFORNIA,,          33,         152,
258,05101301300000,BRAWLEY UNION HIGH SCHOOL DIST,CALIFORNIA,,          33,         152,
259,05101301300000,CALEXICO UNIF SCH DIST,CALIFORNIA,,          33,         152,
260,05101301300000,CALIPATRIA UNIFIED SCH DIST,CALIFORNIA,,          33,         152,
261,05101301300000,CENTRAL UNION HIGH SCHOOL DIST,CALIFORNIA,,          33,         152,
262,05101301300000,EL CENTRO ELEM SCH DIST,CALIFORNIA,,          33,         152,
263,05101301300000,HEBER ELEM SCH DIST,CALIFORNIA,,          33,         152,
264,05101301300000,HOLTVILLE UNIF SCH DIST,CALIFORNIA,,          33,         152,
265,05101301300000,IMPERIAL UNIF SCH DIST,CALIFORNIA,,          33,         152,
266,05101301300000,MAGNOLIA UNION ELEM SCH DIST,CALIFORNIA,,          33,         152,
267,05101301300000,MCCABE UNION ELEM SCH DIST,CALIFORNIA,,          33,         152,
268,05101301300000,MEADOWS ELEM SCH DIST,CALIFORNIA,,          33,         152,
269,05101301300000,MULBERRY ELEM SCH DIST,CALIFORNIA,,          33,         152,
270,05101301300000,SAN PASQUAL VAL UNIFIED SCH DIST,CALIFORNIA,,          33,         152,
271,05101301300000,SEELEY UNION ELEM SCH DIST,CALIFORNIA,,          33,         152,
272,05101301300000,WESTMORLAND UNION ELEM SCH DT,CALIFORNIA,,          33,         152,
273,05101301300000,IMPERIAL VALLEY ROP JPA,CALIFORNIA,,          33,         152,
274,05101301300000,IMPERIAL COMMUNITY COLLEGE DISTRICT,CALIFORNIA,,          33,         152,
275,05101401400000,INYO COUNTY,CALIFORNIA,,          97,        3204,         458
276,05101401400000,NORTHERN INYO HEALTHCARE DISTRICT,CALIFORNIA,,          97,        3204,         458
277,05101401400000,INYO COUNTY LOCAL TRANSPORTATION COMMISSION,CALIFORNIA,,          97,        3204,         458
278,05101401400000,BIG PINE UNI SCH DIST,CALIFORNIA,,          97,        3204,         458
279,05101401400000,DEATH VALLEY UNIF SCH DIST,CALIFORNIA,,          97,        3204,         458
280,05101401400000,LONE PINE UNIF SCH DIST,CALIFORNIA,,          97,        3204,         458
281,05101401400000,OWENS VALLEY UNIFIED SCH DIST,CALIFORNIA,,          97,        3204,         458
282,05101401400000,ROUND VALLEY ELEM SCH DIST,CALIFORNIA,,          97,        3204,         458
283,05101401400000,BISHOP UNIFIED SCHOOL DISTRICT,CALIFORNIA,,          97,        3204,         458
284,05101401400000,INYO COUNTY CAREER TECHNICAL EDUCATION,CALIFORNIA,,          97,        3204,         458
285,05101501500000,KERN COUNTY,CALIFORNIA,       31512,        4814,       38692,
286,05101501500000,BAKERSFIELD CITY,CALIFORNIA,       31512,        4814,       38692,
287,05101501500000,EAST NILES COMM SERVICE DIST,CALIFORNIA,       31512,        4814,       38692,
288,05101501500000,KERN CO HOUSING AUTH,CALIFORNIA,       31512,        4814,       38692,
289,05101501500000,SHAFTER WASCO IRRIG DISTRICT,CALIFORNIA,       31512,        4814,       38692,
290,05101501500000,SEMITROPIC-ROSAMOND WATER BANK AUTHORITY,CALIFORNIA,       31512,        4814,       38692,
291,05101501500000,KERN FAN AUTHORITY,CALIFORNIA,       31512,        4814,       38692,
292,05101501500000,TEJON RANCH PUBLIC FACILITIES FINANCING AUTHORITY,CALIFORNIA,       31512,        4814,       38692,
293,05101501500000,KERN GROUNDWATER AUTHORITY,CALIFORNIA,       31512,        4814,       38692,
294,05101501500000,GOLDEN EMPIRE SCHOOLS FINANCING AUTHORITY,CALIFORNIA,       31512,        4814,       38692,
295,05101501500000,SELF-INSURED SCHOOLS OF CA HEALTH & WELFARE BENEFITS PROGRAM,CALIFORNIA,       31512,        4814,       38692,
296,05101501500000,ARVIN COMMUNITY SERVICES DISTRICT,CALIFORNIA,       31512,        4814,       38692,
297,05101501500000,SEMITROPIC WATER STORAGE DIST,CALIFORNIA,       31512,        4814,       38692,
298,05101501500000,KERN COUNCIL OF GOVERNMENTS,CALIFORNIA,       31512,        4814,       38692,
299,05101501500000,WEST KERN WATER DIST,CALIFORNIA,       31512,        4814,       38692,
300,05101501500000,WHEELER RIDGE MARICOPA WATER STORAGE DIST,CALIFORNIA,       31512,        4814,       38692,
301,05101501500000,KERN CO WATER AGENCY,CALIFORNIA,       31512,        4814,       38692,
302,05101501500000,INDIAN WELLS VALLEY WATER DISTRICT,CALIFORNIA,       31512,        4814,       38692,
303,05101501500000,ARVIN UNION SCH DIST,CALIFORNIA,       31512,        4814,       38692,
304,05101501500000,BAKERSFIELD ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
305,05101501500000,BEARDSLEY ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
306,05101501500000,BELRIDGE ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
307,05101501500000,BLAKE ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
308,05101501500000,BUTTONWILLOW UNION ELEM SCH DT,CALIFORNIA,       31512,        4814,       38692,
309,05101501500000,CALIENTE UNION ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
310,05101501500000,DELANO UNION ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
311,05101501500000,DELANO JT UNION HIGH SCHOOL DIST,CALIFORNIA,       31512,        4814,       38692,
312,05101501500000,DI GIORGIO ELEM SCH DISTRICT,CALIFORNIA,       31512,        4814,       38692,
313,05101501500000,EDISON ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
314,05101501500000,ELK HILLS ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
315,05101501500000,EL TEJON UNIFIED SCH DIST,CALIFORNIA,       31512,        4814,       38692,
316,05101501500000,FAIRFAX ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
317,05101501500000,FRUITVALE ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
318,05101501500000,GREENFIELD UNION SCHOOL DISTRICT,CALIFORNIA,       31512,        4814,       38692,
319,05101501500000,KERN HIGH SCHOOL DISTRICT,CALIFORNIA,       31512,        4814,       38692,
320,05101501500000,KERNVILLE UNION ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
321,05101501500000,LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT,CALIFORNIA,       31512,        4814,       38692,
322,05101501500000,LINNS VAL-POSO FLAT UNION SCH DIST,CALIFORNIA,       31512,        4814,       38692,
323,05101501500000,LOST HILLS UNION ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
324,05101501500000,MAPLE ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
325,05101501500000,MARICOPA UNI SCH DIST,CALIFORNIA,       31512,        4814,       38692,
326,05101501500000,MCFARLAND UNIFIED SCHOOL DIST,CALIFORNIA,       31512,        4814,       38692,
327,05101501500000,MCKITTRICK ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
328,05101501500000,MIDWAY ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
329,05101501500000,MOJAVE UNIFIED SCHOOL DISTRICT,CALIFORNIA,       31512,        4814,       38692,
330,05101501500000,LAMONT ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
331,05101501500000,MUROC UNIF SCH DIST,CALIFORNIA,       31512,        4814,       38692,
332,05101501500000,NORRIS ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
333,05101501500000,PANAMA BUENA VISTA UNION SCH DT,CALIFORNIA,       31512,        4814,       38692,
334,05101501500000,POND UNION ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
335,05101501500000,RICHLAND-LERDO ELEMENTARY,CALIFORNIA,       31512,        4814,       38692,
336,05101501500000,RIO BRAVO-GREELEY UNION SCHOOL DIST,CALIFORNIA,       31512,        4814,       38692,
337,05101501500000,ROSEDALE UNION ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
338,05101501500000,SEMITROPIC ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
339,05101501500000,GEN SHAFTER ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
340,05101501500000,SOUTHERN KERN UNIF SCHOOL DIST,CALIFORNIA,       31512,        4814,       38692,
341,05101501500000,SOUTH FORK UNION SCHOOL DISTRICT,CALIFORNIA,       31512,        4814,       38692,
342,05101501500000,STANDARD SCH DIST,CALIFORNIA,       31512,        4814,       38692,
343,05101501500000,TAFT CITY SCHOOL DISTRICT,CALIFORNIA,       31512,        4814,       38692,
344,05101501500000,TAFT UNION HIGH SCHOOL DIST,CALIFORNIA,       31512,        4814,       38692,
345,05101501500000,TEHACHAPI UNIF SCHOOL DIST,CALIFORNIA,       31512,        4814,       38692,
346,05101501500000,VINELAND ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
347,05101501500000,WASCO UNION ELEM SCH DIST,CALIFORNIA,       31512,        4814,       38692,
348,05101501500000,WASCO UNION HIGH SCHOOL DIST,CALIFORNIA,       31512,        4814,       38692,
349,05101501500000,NORTH KERN VOCATIONAL TRAINING CENTER JPA,CALIFORNIA,       31512,        4814,       38692,
350,05101501500000,KERN COMMUNITY COLLEGE DISTRICT,CALIFORNIA,       31512,        4814,       38692,
351,05101501500000,WEST KERN COMMUNITY COLLEGE DISTRICT,CALIFORNIA,       31512,        4814,       38692,
352,05101501500000,SIERRA SANDS UNIFIED SCHOOL DISTRICT,CALIFORNIA,       31512,        4814,       38692,
371,05101701700000,LAKE COUNTY,CALIFORNIA,,        9888,        3626,         961
372,05101701700000,BUTLER-KEYS COMMUNITY SERVICES DISTRICT,CALIFORNIA,,        9888,        3626,         961
373,05101701700000,HIDDEN VALLEY LAKE COMMUNITY SERVICES DISTRICT,CALIFORNIA,,        9888,        3626,         961
374,05101701700000,KELSEYVILLE UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9888,        3626,         961
375,05101701700000,LAKEPORT UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9888,        3626,         961
376,05101701700000,LUCERNE ELEMENTARY SCHOOL DISTRICT,CALIFORNIA,,        9888,        3626,         961
377,05101701700000,MIDDLETOWN UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9888,        3626,         961
378,05101701700000,UPPER LAKE UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9888,        3626,         961
379,05101701700000,KONOCTI UNIFIED SCHOOL DISTRICT,CALIFORNIA,,        9888,        3626,         961
396,05101901900000,LOS ANGELES COUNTY,CALIFORNIA,      151957,       60986,       49482,       67853
397,05101901900000,BURBANK CITY,CALIFORNIA,      151957,       60986,       49482,       67853
398,05101901900000,GLENDALE CITY,CALIFORNIA,      151957,       60986,       49482,       67853
399,05101901900000,INGLEWOOD CITY,CALIFORNIA,      151957,       60986,       49482,       67853
400,05101901900000,LONG BEACH CITY,CALIFORNIA,      151957,       60986,       49482,       67853
401,05101901900000,LOS ANGELES CITY,CALIFORNIA,      151957,       60986,       49482,       67853
402,05101901900000,PASADENA CITY,CALIFORNIA,      151957,       60986,       49482,       67853
403,05101901900000,SANTA MONICA CITY,CALIFORNIA,      151957,       60986,       49482,       67853
404,05101901900000,TORRANCE CITY,CALIFORNIA,      151957,       60986,       49482,       67853
405,05101901900000,ANTELOPE VALLEY HEALTHCARE DISTRICT,CALIFORNIA,      151957,       60986,       49482,       67853
406,05101901900000,ARTESIA CEMETERY DISTRICT,CALIFORNIA,      151957,       60986,       49482,       67853
407,05101901900000,VALLEY COUNTY WATER DISTRICT,CALIFORNIA,      151957,       60986,       49482,       67853
408,05101901900000,LOS ANGELES COUNTY METRO TRANSIT AUTHORITY,CALIFORNIA,      151957,       60986,       49482,       67853
409,05101901900000,LOS ANGELES CITY HOUSING AUTHORITY,CALIFORNIA,      151957,       60986,       49482,       67853
410,05101901900000,SANITATION DISTRICTS OF LOS ANGELES COUNTY,CALIFORNIA,      151957,       60986,       49482,       67853
411,05101901900000,METROPOLITAN WATER DIST OF SOUTHERN CAL,CALIFORNIA,      151957,       60986,       49482,       67853
412,05101901900000,PALMDALE WATER DISTRICT,CALIFORNIA,      151957,       60986,       49482,       67853
413,05101901900000,GREATER LOS ANGELES COUNTY MOSQUITO ABATEMENT DISTRICT,CALIFORNIA,      151957,       60986,       49482,       67853
414,05101901900000,WEST BASIN MUNICIPAL WATER DIST,CALIFORNIA,      151957,       60986,       49482,       67853
415,05101901900000,PROTECTED INSURANCE PROGRAM FOR SCHOOLS,CALIFORNIA,      151957,       60986,       49482,       67853
416,05101901900000,COMMUNITY COLLEGE INSURANCE GROUP,CALIFORNIA,      151957,       60986,       49482,       67853
417,05101901900000,CALIFORNIA SCHOOL FACILITIES FINANCING AUTHORITY,CALIFORNIA,      151957,       60986,       49482,       67853
418,05101901900000,COLORADO RIVER JOINT POWERS AUTHORITY,CALIFORNIA,      151957,       60986,       49482,       67853
419,05101901900000,DESERT AND MOUNTAIN CONSERVATION AUTHORITY,CALIFORNIA,      151957,       60986,       49482,       67853
420,05101901900000,FOOTHILL AIR SUPPORT TEAM AUTHORITY,CALIFORNIA,      151957,       60986,       49482,       67853
421,05101901900000,LOCAL CLASSROOMS FUNDING AUTHORITY,CALIFORNIA,      151957,       60986,       49482,       67853
422,05101901900000,LA GATEWAY REGION INTEGRATED REGIONAL WATER MANAGEMENT AUTHORITY,CALIFORNIA,      151957,       60986,       49482,       67853
423,05101901900000,PALMDALE RECYCLED WATER AUTHORITY,CALIFORNIA,      151957,       60986,       49482,       67853
